ID	 Amount of the given credit	Gender	 Education	Marital status 	 Age	History of past payment1	Amount of bill statement1	Amount of previous payment 1	default payment next month
607	50000	2	2	1	36	0	9214	1351	0
608	110000	2	1	2	24	0	40882	2000	0
609	450000	2	3	1	36	-2	3996	9120	0
610	200000	2	2	1	34	-1	390	390	0
611	220000	1	1	2	43	0	44177	1006	0
612	360000	2	1	2	29	0	3280	0	1
613	50000	1	2	1	37	0	48226	2000	0
614	40000	1	2	2	23	2	36650	0	0
615	190000	2	2	1	37	1	115049	6000	0
616	150000	1	1	2	33	0	21724	2100	0
617	200000	2	1	1	37	1	0	0	0
618	270000	2	2	1	56	0	137807	5000	0
619	60000	1	1	2	25	0	58839	2018	0
620	200000	2	2	1	39	0	80833	3315	0
621	150000	2	2	1	39	0	36146	3000	0
622	180000	2	2	2	28	-1	340	0	0
623	90000	2	1	2	27	0	7624	0	0
624	360000	2	2	1	37	1	0	0	0
625	90000	2	1	2	24	-1	491	0	0
626	20000	2	2	2	24	0	13168	1237	0
627	70000	1	1	1	46	0	60040	2600	0
628	230000	1	1	1	39	-1	660	660	0
629	30000	1	3	1	48	0	29434	1465	0
630	200000	2	3	3	45	-1	4430	7193	0
631	100000	1	3	2	49	-1	1440	0	0
632	50000	2	2	2	23	0	26795	2000	0
633	20000	2	3	1	25	0	16591	1155	0
634	210000	2	2	1	47	-2	0	0	0
635	110000	1	3	1	56	0	46486	4086	0
636	20000	2	3	1	44	-1	550	228	0
637	50000	2	3	1	49	0	5630	1107	0
638	50000	1	2	1	41	0	21986	1362	0
639	400000	2	1	2	40	-1	60125	1981	0
640	170000	1	2	2	31	0	56364	3000	0
641	280000	1	2	1	42	0	148363	6900	0
642	130000	2	3	1	28	0	100143	2500	0
643	210000	2	2	2	32	0	46255	5000	0
644	370000	1	2	2	28	0	276436	20000	0
645	30000	2	2	1	31	0	29493	3200	0
646	150000	1	3	2	39	1	214450	5180	0
647	60000	1	3	1	31	2	35369	1027	1
648	80000	2	2	2	24	0	77615	3100	0
649	280000	2	2	1	44	2	186149	0	1
650	20000	2	2	2	46	8	21075	0	0
651	270000	1	1	2	32	-2	0	0	0
652	240000	2	2	2	26	0	14348	1000	0
653	20000	2	1	2	22	0	20137	1300	0
654	450000	2	1	1	42	1	-200	0	1
655	10000	1	2	2	33	0	8177	2500	0
656	280000	1	2	1	39	-2	2082	3597	1
657	290000	2	3	2	27	0	13820	2000	0
658	190000	2	1	2	28	0	46923	2500	1
659	80000	2	1	2	23	0	53261	4500	0
660	280000	2	2	2	28	-1	427	0	0
661	160000	2	1	1	33	-2	14150	8106	0
662	90000	1	2	1	40	0	42856	3114	1
663	140000	2	1	2	37	-1	1034	40000	0
664	50000	1	1	2	22	0	5137	1300	0
665	40000	2	2	1	32	0	24114	2000	0
666	130000	2	3	1	43	0	130067	5540	0
667	70000	2	3	1	27	0	61611	3011	0
668	30000	2	2	1	35	0	25078	1500	0
669	100000	2	3	1	35	1	97002	8200	0
670	20000	2	1	1	30	2	5766	2000	1
671	30000	2	2	2	34	2	99568	33000	0
672	20000	1	2	1	34	0	12857	1541	1
673	100000	2	1	2	28	2	96193	3600	1
674	30000	1	2	2	25	2	2400	0	1
675	320000	2	1	1	41	0	97797	4520	0
676	90000	1	3	2	42	2	64762	0	1
677	190000	1	2	2	40	2	145613	15000	1
678	200000	1	1	2	28	0	71989	52129	0
679	300000	2	2	2	31	-1	3345	1087	0
680	30000	2	1	2	56	-1	29033	1283	0
681	110000	2	2	3	45	0	26650	1532	0
682	230000	2	1	2	29	-2	0	0	0
683	230000	2	1	1	35	0	4259	1250	0
684	310000	2	2	2	28	0	106468	8000	0
685	320000	1	1	1	40	0	247276	10000	0
686	360000	1	1	1	47	-1	1548	0	0
687	20000	2	3	1	41	-1	780	0	1
688	170000	2	2	2	27	0	162671	7500	0
689	140000	1	1	1	40	0	123049	4310	0
690	80000	1	2	2	32	0	51372	1853	0
691	150000	1	2	2	35	0	60015	20000	0
692	170000	1	2	2	27	-1	1170	0	0
693	200000	2	2	1	29	2	159398	6163	1
694	70000	1	1	2	30	0	55664	5800	0
695	320000	1	2	1	37	-2	43528	500	0
696	150000	2	1	2	29	-2	0	0	0
697	50000	2	1	1	34	0	27966	1267	0
698	90000	2	2	2	34	-1	8792	0	0
699	280000	1	1	1	41	-2	28026	41346	0
700	300000	2	1	2	31	0	43610	1655	0
701	400000	2	2	2	40	-2	0	8235	0
702	200000	2	1	1	27	-1	5780	105	0
703	10000	2	3	2	22	0	8109	2000	1
704	50000	2	2	3	30	1	52515	0	1
705	30000	2	2	3	22	1	22582	4600	0
706	50000	1	1	2	26	-1	15448	1500	1
707	50000	1	2	1	38	1	58102	2500	0
708	30000	2	3	1	46	1	12289	0	0
709	20000	1	2	2	24	0	10476	1000	0
710	20000	1	2	2	49	0	16326	1441	0
711	50000	1	1	3	49	0	17681	1611	0
712	30000	2	2	1	42	0	47912	1755	0
713	360000	2	1	1	30	1	18886	0	0
714	170000	1	2	1	42	1	0	1690	0
715	400000	2	1	2	31	-2	203	770	0
716	50000	2	2	1	49	0	34962	1613	0
717	160000	2	2	2	27	0	80964	4000	0
718	70000	2	2	1	33	0	69418	2382	1
719	150000	2	1	1	35	1	0	0	0
720	80000	2	2	2	48	0	45174	3000	0
721	30000	2	2	2	22	0	23892	5300	0
722	10000	1	2	2	22	0	7960	2000	1
723	180000	2	1	2	27	1	0	3338	0
724	320000	1	1	1	47	-1	9192	13942	0
725	80000	2	2	2	34	0	25935	2000	0
726	10000	1	2	1	45	0	7139	1400	1
727	360000	2	2	2	39	-1	12865	4484	0
728	450000	1	2	2	33	-2	-14	2582	0
729	330000	2	2	2	29	0	49549	90000	0
730	60000	1	1	2	29	-1	546	0	1
731	50000	2	3	2	26	0	9935	1234	0
732	200000	1	2	1	38	0	152856	6000	0
733	120000	1	1	2	34	1	1278	0	0
734	160000	2	1	1	37	-1	316	316	0
735	110000	1	2	1	57	0	46132	2306	0
736	70000	2	3	1	50	-2	27345	1041	0
737	150000	2	3	2	28	0	101593	4000	0
738	610000	2	1	2	31	0	142764	6540	0
739	110000	2	1	2	25	0	92849	4346	0
740	80000	2	2	2	25	2	17330	3000	1
741	170000	2	2	1	33	0	109863	4380	0
742	110000	2	1	2	30	-1	1064	2007	0
743	140000	2	1	1	51	0	56764	2115	0
744	70000	1	1	2	51	0	43048	3000	0
745	260000	2	2	1	46	-2	29484	10000	0
746	170000	1	3	2	38	0	21310	2000	0
747	50000	2	2	1	34	0	10821	1221	0
748	300000	2	3	1	34	0	280823	11000	1
749	150000	2	1	2	31	2	390	390	1
750	50000	2	2	2	25	8	37647	0	1
751	50000	2	2	1	26	1	0	0	0
752	90000	2	1	2	25	2	84710	4000	0
753	50000	1	2	2	26	0	48036	2100	1
754	500000	2	2	2	43	-1	43346	4006	0
755	470000	2	2	1	36	-1	873	1005	0
756	230000	1	2	2	58	0	110163	5600	0
757	140000	2	2	2	26	0	4113	2000	0
758	230000	2	2	1	30	2	9636	1222	1
759	420000	2	2	2	31	0	25103	1509	0
760	30000	2	2	2	24	0	31319	1564	0
761	50000	2	2	2	52	1	43343	1300	1
762	140000	2	2	2	24	-1	197	0	0
763	260000	2	2	1	35	-1	7967	67650	0
764	90000	2	3	2	29	-1	19450	0	0
765	240000	2	2	1	33	0	240878	10000	0
766	510000	2	1	2	35	-1	2115	1117	0
767	110000	2	2	1	35	0	81665	2460	0
768	210000	2	1	2	28	-1	11442	3738	0
769	220000	1	2	1	40	-1	158	0	0
770	200000	2	1	1	35	-2	2257	4266	0
771	360000	2	2	2	53	-1	10733	15206	0
772	260000	1	1	2	44	-1	316	316	0
773	20000	1	2	1	33	0	11026	1174	0
774	120000	2	2	1	32	0	113869	5498	0
775	50000	2	1	2	33	-1	7363	39	0
776	60000	2	1	2	26	1	29649	0	0
777	200000	1	1	2	26	-2	12716	16244	0
778	20000	1	2	2	26	-1	1438	1261	0
779	50000	2	1	1	32	2	47858	2500	1
780	50000	2	2	2	31	1	0	0	0
781	230000	1	1	2	29	0	40732	5000	0
782	50000	1	2	1	27	-1	819	2184	0
783	100000	2	1	2	28	2	79580	3790	1
784	210000	2	1	1	42	1	0	0	1
785	230000	2	2	1	32	0	87764	2630	1
786	500000	2	1	2	26	1	31421	22157	0
787	370000	2	1	2	38	-1	929	328	0
788	230000	2	1	1	35	-1	2648	200	0
789	80000	1	2	2	29	0	11894	1284	0
790	60000	2	2	2	29	-1	55064	5000	0
791	30000	2	2	2	51	1	25382	1800	0
792	70000	1	1	2	27	1	-54	600	0
793	410000	1	1	2	32	-1	5335	5400	0
794	280000	2	3	1	40	1	-288	0	0
795	50000	2	1	1	34	0	46750	2320	0
796	100000	2	2	1	30	0	97062	2800	0
797	230000	2	1	2	29	-2	0	0	0
798	50000	2	1	2	22	0	13801	1372	0
799	100000	2	1	2	48	2	15355	3164	0
800	210000	2	2	1	35	0	37148	2000	0
801	400000	1	1	2	37	-1	385	13032	0
802	20000	1	2	2	25	4	20610	0	1
803	50000	2	3	1	44	-1	2000	780	0
804	230000	2	1	2	28	-1	6666	6666	0
805	220000	1	2	2	29	0	31037	3050	0
806	300000	2	1	1	36	0	25239	1713	0
807	80000	2	2	2	23	1	998	6861	0
808	20000	2	3	2	36	0	16754	2400	1
809	190000	2	1	2	26	0	31061	1750	0
810	160000	2	2	0	37	0	2694	35888	0
811	120000	2	1	3	44	0	70096	8100	0
812	700000	2	1	1	39	0	99259	5000	0
813	140000	2	1	2	24	1	0	0	0
814	300000	2	3	1	29	-1	24921	2000	0
815	120000	1	3	1	33	1	66055	3000	1
816	280000	2	2	1	39	0	213738	20300	0
817	70000	1	3	1	51	2	54968	0	1
818	20000	2	3	2	24	-1	4101	507	0
819	150000	2	2	1	45	-1	2605	2605	0
820	60000	1	1	2	30	0	15380	4147	0
821	200000	2	3	0	51	-1	780	0	0
822	50000	2	2	2	24	1	48861	2000	1
823	150000	1	2	1	50	-1	55336	5085	0
824	20000	2	1	2	22	0	20243	1410	0
825	40000	1	1	2	27	0	11058	2000	1
826	170000	2	2	2	33	1	0	7042	0
827	50000	2	2	1	24	1	27087	0	0
828	10000	1	2	2	37	0	8755	1167	0
829	200000	2	2	1	58	-1	3035	199646	0
830	50000	2	2	1	48	0	20944	2360	0
831	320000	1	1	2	28	-1	2007	2000	0
832	20000	2	3	1	24	8	24310	0	0
833	470000	2	2	1	27	0	152478	3001	1
834	230000	2	3	2	30	-1	550	0	0
835	20000	2	1	2	23	0	17246	2000	0
836	30000	2	3	2	53	-1	1598	2487	1
837	80000	2	2	2	23	2	22895	1600	0
838	110000	2	2	1	55	0	15069	1600	0
839	420000	1	2	1	34	0	88948	30000	0
840	500000	1	1	1	43	1	0	0	1
841	80000	2	2	2	22	1	79318	2000	0
842	350000	2	2	1	31	0	67648	3039	0
843	30000	2	2	1	32	-2	0	0	0
844	110000	2	2	2	33	1	0	0	1
845	500000	1	3	1	39	0	315201	25000	0
846	490000	2	1	1	38	-1	4290	4738	0
847	300000	2	2	1	34	-2	205064	0	0
848	50000	1	2	3	42	2	47647	3700	1
849	150000	1	3	1	37	4	151117	6500	1
850	80000	2	3	1	57	-1	726	0	0
851	40000	2	2	2	23	0	20035	2000	0
852	30000	1	2	2	32	1	29095	2500	0
853	50000	1	1	1	37	0	30400	500	0
854	140000	2	2	2	23	0	44733	2100	0
855	50000	2	3	2	49	0	4987	2000	0
856	30000	2	2	2	25	-2	26957	1333	0
857	40000	2	1	2	29	0	26461	3400	1
858	100000	2	3	1	43	2	50485	2200	1
859	130000	1	2	2	29	0	131041	7000	0
860	20000	2	2	2	27	0	20218	1482	0
861	50000	1	1	2	26	-2	0	0	0
862	260000	1	1	1	41	-2	1086	3552	0
863	30000	2	3	2	52	2	2450	0	1
864	10000	2	2	1	31	0	15915	2330	0
865	200000	1	1	2	32	0	43515	1739	0
866	30000	2	2	1	46	0	28234	1484	0
867	180000	2	2	2	35	0	119333	6000	0
868	100000	1	1	2	35	0	29109	0	0
869	140000	2	2	1	39	0	105192	3000	0
870	290000	2	2	2	34	0	310403	12012	0
871	20000	2	2	3	52	0	14591	1265	0
872	80000	2	3	1	40	0	35660	2000	0
873	500000	2	3	1	38	-2	13655	8351	0
874	180000	1	1	1	45	-1	4453	3310	0
875	20000	2	3	1	40	-1	2946	0	0
876	30000	2	2	1	25	0	30606	1800	0
877	150000	1	1	2	33	0	45335	6000	0
878	280000	2	2	2	27	-1	5924	5174	0
879	50000	2	2	1	43	0	23587	1800	0
880	20000	2	2	1	43	2	15294	1300	0
881	200000	1	1	2	30	-1	4935	0	0
882	210000	2	2	1	49	1	0	0	1
883	230000	2	1	2	38	0	224020	8750	0
884	50000	1	3	2	57	0	47917	1988	0
885	50000	1	3	2	55	0	51737	2930	1
886	70000	2	2	2	23	0	49605	3000	0
887	310000	1	1	2	30	-2	1544	1300	0
888	180000	2	2	1	30	-1	2488	13476	0
889	90000	2	2	2	24	0	24401	1454	0
890	390000	1	2	2	28	0	149445	8046	0
891	150000	2	3	1	34	-1	772	340	0
892	400000	1	2	2	37	1	13611	3019	0
893	80000	2	2	1	32	0	28408	1259	0
894	320000	1	1	2	27	0	137574	6048	0
895	240000	2	2	1	37	-1	238	0	1
896	200000	1	1	2	31	-2	100	100	0
897	110000	1	1	3	55	1	92610	4500	1
898	170000	2	1	2	28	2	131864	5600	1
899	90000	2	3	3	51	0	11315	1212	1
900	200000	1	1	1	36	-1	3877	11496	0
901	360000	1	1	2	30	-2	0	2500	0
902	140000	2	1	1	36	-1	4036	0	0
903	220000	1	2	2	25	0	168286	10000	0
904	100000	1	3	1	50	0	154970	0	0
905	80000	2	2	2	40	2	57364	2200	0
906	30000	2	2	2	27	-1	27772	3136	0
907	50000	1	1	2	30	2	4187	2300	1
908	120000	2	2	2	26	0	22431	1500	0
909	50000	1	1	2	27	0	7010	3000	0
910	360000	2	1	2	27	0	79837	27465	0
911	90000	2	1	2	25	2	86014	8300	0
912	500000	1	1	2	32	-1	386405	25016	0
913	140000	2	3	1	46	0	68075	3000	0
914	30000	1	3	1	45	0	17187	7900	0
915	70000	1	3	1	30	0	19882	1352	0
916	200000	1	1	1	39	-2	0	0	0
917	350000	1	1	1	48	0	54969	2087	0
918	120000	1	1	2	32	1	0	0	1
919	240000	1	1	2	46	0	471814	16044	0
920	90000	2	1	2	23	0	22109	6000	0
921	260000	2	1	2	33	1	0	0	0
922	50000	2	1	2	24	0	27245	1800	0
923	110000	1	1	1	40	0	8481	4980	0
924	20000	2	1	2	24	-1	1371	796	0
925	30000	2	2	2	24	0	27391	1767	0
926	180000	1	1	2	27	-2	11392	3500	1
927	20000	1	2	1	46	0	5902	1122	0
928	50000	2	2	2	22	0	50342	1896	0
929	180000	2	1	2	36	-2	10737	21197	0
930	200000	1	1	1	34	-2	1242	4034	0
931	260000	2	2	2	24	0	68411	2500	0
932	320000	1	1	1	60	-1	9955	3465	1
933	160000	2	2	2	29	2	1989	0	1
934	30000	1	2	2	32	2	7851	1500	1
935	50000	2	2	1	36	0	16906	1314	0
936	50000	1	2	2	30	0	21062	2000	0
937	90000	2	2	2	29	0	47585	10000	0
938	240000	1	1	2	34	1	11874	0	0
939	180000	2	2	1	32	1	15548	0	1
940	200000	2	2	1	32	-1	5150	10190	0
941	50000	2	1	2	25	0	42543	1900	0
942	50000	1	2	1	44	-1	1261	1261	0
943	330000	2	1	1	37	-1	4785	3523	0
944	80000	2	2	2	24	2	1200	0	1
945	50000	2	2	2	23	-2	3779	3955	0
946	360000	2	1	2	29	0	15854	1000	0
947	240000	2	2	1	37	0	219099	8131	0
948	50000	1	2	1	59	0	47069	2169	0
949	470000	1	2	2	33	0	190258	40012	0
950	160000	2	3	1	51	-1	2000	0	0
951	30000	1	1	1	27	-1	12897	2011	1
952	80000	2	2	1	32	0	81074	3700	0
953	500000	2	3	2	42	-2	10889	29987	0
954	180000	1	2	2	39	-1	3135	2833	0
955	110000	2	2	1	46	-1	2410	2151	0
956	160000	1	1	1	41	0	117126	15315	0
957	210000	2	2	2	30	0	21780	1325	0
958	200000	2	1	1	34	-1	6206	1120	1
959	350000	1	1	2	35	-1	4439	33891	0
960	250000	1	1	2	41	-1	1338	0	1
961	380000	1	1	2	43	1	8201	39	1
962	30000	1	2	2	47	-1	396	396	0
963	200000	1	2	2	31	0	33781	3000	0
964	30000	1	2	2	30	-1	27826	1600	0
965	50000	1	2	2	24	0	14937	3027	0
966	500000	1	1	1	36	0	294827	20007	0
967	30000	1	1	2	28	1	0	0	0
968	220000	2	1	1	36	-1	996	4102	0
969	20000	2	2	1	27	0	42784	3000	0
970	180000	2	2	1	32	0	74189	2000	0
971	300000	1	1	1	42	-1	11973	20979	1
972	130000	2	2	1	33	0	133461	7010	0
973	180000	2	3	1	39	2	10159	2710	1
974	150000	2	1	3	30	-2	50	8589	0
975	140000	1	2	1	30	0	134203	5000	1
976	50000	2	2	2	22	0	49609	2100	0
977	20000	1	2	2	25	1	6174	2000	1
978	180000	1	1	2	28	-1	666	662	0
979	180000	1	2	2	26	0	5591	1126	1
980	150000	2	3	1	54	-1	148747	5500	0
981	70000	2	1	2	24	0	63903	3000	0
982	30000	1	2	2	29	8	34423	0	0
983	500000	1	1	2	36	-2	45106	81690	1
984	60000	1	3	1	49	0	44801	3000	0
985	50000	2	1	2	23	-2	49860	2500	0
986	130000	1	3	2	43	1	1018	6433	1
987	260000	2	2	1	33	-2	134736	6067	0
988	380000	1	3	1	53	-2	0	0	0
989	360000	2	2	2	25	2	286732	10792	0
990	50000	1	3	1	54	1	62847	2100	0
991	50000	2	3	1	39	0	58300	7876	0
992	260000	2	1	1	44	-1	1215	0	1
993	80000	2	2	2	27	0	57376	2200	0
994	360000	2	1	2	25	0	279846	7004	1
995	290000	2	1	2	29	1	0	0	1
996	200000	1	1	2	39	-2	-200	0	0
997	140000	1	1	1	45	0	39716	1600	0
998	360000	1	1	1	38	1	0	0	1
999	50000	2	2	2	23	-1	780	0	1
1000	120000	1	2	2	25	2	113348	0	0
1001	100000	1	2	1	29	0	94453	3320	0
1002	200000	2	2	1	28	0	81865	5000	0
1003	90000	2	2	1	40	-1	4989	0	0
1004	360000	1	1	2	36	1	0	0	1
1005	150000	2	3	2	30	-2	456	9664	1
1006	140000	1	1	2	29	-1	2937	2024	0
1007	200000	2	2	2	36	-1	1371	4077	0
1008	170000	2	2	1	37	0	166246	6700	0
1009	30000	1	2	2	34	0	19785	5500	0
1010	80000	2	1	2	27	0	80000	0	0
1011	280000	1	1	2	31	0	164736	8833	0
1012	410000	2	1	1	31	-1	2744	2051	0
1013	450000	1	1	2	38	-1	29747	30323	0
1014	80000	1	2	2	36	0	79148	2000	0
1015	360000	1	1	1	46	0	92961	10125	0
1016	130000	2	1	1	36	0	129689	5000	0
1017	160000	2	1	2	26	0	2198	9155	1
1018	140000	2	3	2	57	2	131795	6743	1
1019	240000	2	3	1	40	1	-55	0	0
1020	180000	2	3	0	45	-1	4148	0	0
1021	70000	1	1	3	57	0	69398	2667	0
1022	150000	2	2	2	25	0	142827	5000	0
1023	210000	2	3	1	37	-2	138398	5000	0
1024	200000	2	1	1	35	-1	9918	1219	0
1025	310000	1	2	2	33	-2	4040	4068	0
1026	180000	1	1	1	38	0	153099	7005	0
1027	300000	1	2	2	31	0	62198	1600	0
1028	450000	2	1	2	41	-1	11343	75459	0
1029	200000	1	1	2	33	1	-5	3470	0
1030	30000	2	2	1	67	2	30374	0	1
1031	400000	2	1	1	40	-1	1107	3891	0
1032	170000	1	1	2	33	-1	764	1105	0
1033	140000	2	1	2	31	-1	652	0	1
1034	200000	2	2	2	35	0	64195	3000	0
1035	60000	2	2	3	39	1	-1540	0	0
1036	60000	1	2	2	27	1	43356	0	1
1037	150000	1	1	2	23	0	11109	78016	0
1038	180000	1	3	1	54	0	149698	4834	1
1039	50000	2	3	2	23	0	43979	2000	0
1040	50000	1	3	2	24	-1	2562	8769	0
1041	20000	1	2	2	26	-1	70	0	0
1042	230000	2	2	2	52	2	1292	3951	1
1043	110000	2	2	1	42	0	55349	2096	0
1044	90000	2	1	2	36	0	90922	4273	0
1045	20000	2	1	2	22	2	16233	5383	1
1046	30000	2	1	2	23	0	26847	2500	0
1047	220000	1	3	1	30	0	162105	10000	1
1048	140000	2	3	2	24	1	42897	3821	1
1049	300000	2	1	1	42	-2	3000	3300	0
1050	100000	1	2	1	49	0	34704	2011	0
1051	110000	1	2	2	31	2	279	0	0
1052	270000	2	3	2	33	0	10000	10000	0
1053	30000	1	1	1	42	0	28033	1525	0
1054	70000	1	3	2	41	0	70476	2700	0
1055	230000	1	2	1	53	2	1350	0	0
1056	20000	1	2	2	23	0	18852	1500	0
1057	190000	2	1	2	33	1	115056	0	0
1058	20000	2	2	1	29	0	15890	2000	0
1059	80000	2	3	1	67	0	20255	6000	0
1060	20000	1	3	1	33	2	20500	2191	1
1061	60000	2	3	1	34	0	9928	1500	1
1062	50000	1	2	1	49	0	10750	1507	0
1063	280000	2	2	1	56	0	284204	10261	1
1064	300000	1	1	1	42	0	120151	4229	0
1065	30000	2	3	1	55	2	29278	1600	1
1066	270000	2	2	1	25	0	21586	239104	0
1067	100000	1	3	2	30	0	87579	4172	0
1068	240000	1	2	2	43	-1	291	291	1
1069	200000	1	1	2	40	-1	2159	1086	0
1070	110000	2	1	2	35	0	32691	4500	0
1071	230000	1	1	1	61	-1	1477	3710	0
1072	150000	2	2	1	44	-1	390	5104	1
1073	350000	1	1	2	33	-1	148341	8405	0
1074	360000	1	6	1	66	-1	47615	75351	0
1075	150000	2	2	2	40	1	-19	3913	0
1076	100000	1	3	2	47	0	94925	3889	0
1077	500000	1	1	2	27	0	204198	7434	0
1078	500000	1	1	2	35	-1	172041	58761	0
1079	180000	2	3	1	47	-1	316	316	0
1080	400000	2	3	1	39	1	2384	3603	0
1081	100000	2	2	2	29	0	61383	1908	0
1082	10000	1	2	1	32	1	8425	0	0
1083	60000	2	1	2	30	2	34735	0	0
1084	50000	2	1	2	25	1	47054	2000	1
1085	80000	2	2	2	23	-1	57314	2145	0
1086	110000	2	2	1	43	0	108616	9600	0
1087	410000	2	2	1	41	0	354506	14600	1
1088	260000	2	2	1	40	1	0	342	0
1089	30000	2	3	1	35	0	28786	1500	0
1090	310000	2	1	2	28	0	36513	2500	0
1091	70000	2	2	2	38	0	22578	1397	0
1092	250000	1	1	2	31	0	215316	6845	0
1093	210000	1	3	1	29	1	198510	0	0
1094	360000	1	2	1	41	1	0	0	1
1095	50000	1	2	2	31	1	48657	0	0
1096	670000	1	1	2	29	0	244663	10000	0
1097	130000	1	1	2	26	-1	2343	32322	0
1098	170000	1	1	1	42	1	0	0	0
1099	30000	1	3	2	29	-1	390	0	0
1100	110000	1	1	1	50	0	36802	2000	0
1101	210000	2	3	2	46	1	5816	13	1
1102	30000	2	2	2	24	0	24238	3462	1
1103	260000	2	2	1	46	0	18256	2934	0
1104	150000	2	3	2	28	-2	1723	6876	0
1105	20000	2	2	1	35	1	18648	0	1
1106	380000	2	1	1	40	-1	6614	49094	0
1107	200000	2	1	1	41	-2	7812	0	0
1108	120000	2	2	1	47	-1	1188	2512	0
1109	80000	1	2	1	54	0	76962	4000	1
1110	30000	2	2	2	33	1	31089	0	0
1111	110000	1	2	2	29	1	83687	3900	0
1112	50000	2	3	1	44	-1	3424	155	0
1113	90000	2	2	1	24	0	84148	5006	0
1114	110000	1	1	2	33	0	12633	80004	0
1115	50000	1	3	1	54	0	38607	2000	0
1116	60000	1	1	2	27	-2	11862	1861	0
1117	150000	2	2	2	37	0	80463	3348	1
1118	20000	1	1	2	24	1	18738	20	0
1119	140000	2	3	1	54	1	-150	0	1
1120	120000	2	2	1	34	1	-9	907	0
1121	200000	2	2	2	40	2	176502	8000	1
1122	20000	1	2	2	30	1	19977	2000	1
1123	50000	1	2	2	26	0	48221	2571	0
1124	200000	2	2	1	41	0	18012	1385	0
1125	100000	2	2	2	29	-2	75912	10000	0
1126	300000	1	1	1	38	-1	2285	0	0
1127	500000	2	1	2	35	-1	22369	14128	0
1128	360000	2	2	1	52	-1	2995	2406	0
1129	160000	2	1	2	29	1	0	0	0
1130	50000	2	2	2	23	0	47053	1842	1
1131	230000	2	2	1	34	0	234328	8913	1
1132	200000	2	2	2	34	1	0	3346	0
1133	270000	1	1	1	44	3	256402	17944	0
1134	50000	2	2	1	36	2	45159	4700	0
1135	20000	1	2	2	28	1	15764	500	0
1136	60000	2	2	2	31	0	59643	3200	0
1137	50000	1	2	2	31	-1	2522	0	0
1138	50000	1	2	1	41	0	19339	1703	0
1139	130000	2	3	1	44	0	109006	4500	0
1140	230000	2	3	2	47	0	147300	10000	0
1141	20000	1	2	2	25	0	3400	1000	0
1142	30000	2	1	2	25	0	19801	3000	0
1143	200000	2	1	1	39	-1	8432	3746	0
1144	140000	2	2	1	24	-1	2515	0	0
1145	100000	2	2	1	35	2	98845	4600	1
1146	240000	1	2	1	32	2	127418	10400	1
1147	70000	2	1	2	31	2	2400	0	1
1148	360000	1	1	2	33	1	71195	0	0
1149	140000	2	1	2	30	1	149389	0	0
1150	50000	1	2	1	52	-1	2072	0	0
1151	210000	2	2	1	36	-1	396	590	0
1152	280000	1	1	2	30	1	191493	1000	0
1153	180000	2	2	2	42	2	50420	2500	1
1154	150000	2	1	2	30	-1	10705	1000	0
1155	20000	1	3	1	47	1	19739	0	0
1156	350000	2	2	1	29	-1	8760	5932	0
1157	130000	2	1	2	23	-1	3820	2640	0
1158	470000	1	3	1	39	1	0	0	0
1159	340000	2	2	1	48	-1	4052	0	0
1160	80000	1	2	2	26	1	77389	0	0
1161	70000	1	1	2	33	0	70524	2500	0
1162	230000	2	2	1	44	-2	5990	1677	0
1163	180000	2	2	1	36	0	21494	5000	0
1164	210000	2	2	1	39	0	26749	14000	0
1165	20000	1	2	2	24	-1	780	0	0
1166	140000	2	2	2	25	2	137606	6000	0
1167	200000	1	1	2	52	0	115702	5517	0
1168	50000	2	3	1	59	0	47822	2009	0
1169	80000	2	1	2	23	-1	3526	6687	0
1170	30000	2	3	2	48	0	1445	2000	0
1171	140000	2	1	2	28	0	9305	4800	1
1172	80000	1	3	1	62	-1	1262	1642	0
1173	220000	2	3	1	38	-1	20000	3450	0
1174	180000	2	1	2	32	-1	666	666	0
1175	140000	2	2	1	29	0	81764	20167	1
1176	180000	1	2	2	25	2	10022	3000	1
1177	50000	2	2	2	35	0	14536	1700	0
1178	170000	2	2	2	27	0	97474	2932	0
1179	50000	1	2	2	38	0	50958	2042	0
1180	50000	1	2	2	24	0	49144	1500	0
1181	300000	1	2	1	29	-1	1874	0	0
1182	390000	2	1	2	27	2	386301	17000	0
1183	90000	2	2	1	55	2	81998	4003	1
1184	200000	2	1	2	29	0	194241	12000	0
1185	460000	1	1	2	29	0	410033	16088	0
1186	10000	1	2	2	23	0	3714	1104	0
1187	20000	1	2	1	30	-1	1261	2835	1
1188	50000	2	2	1	50	-1	1232	1846	0
1189	480000	2	2	1	38	0	90258	30000	0
1190	180000	2	1	2	24	0	169263	8000	0
1191	240000	2	1	2	29	0	3093	2000	0
1192	250000	1	1	2	38	-2	584	3307	0
1193	270000	2	2	2	34	-1	381	3406	1
1194	200000	1	1	1	37	0	123337	11202	0
1195	100000	2	3	1	66	0	100036	4702	0
1196	160000	2	1	1	39	-2	710	666	0
1197	80000	2	2	1	45	0	81841	4100	0
1198	130000	1	2	1	44	-1	29547	0	0
1199	340000	2	3	2	44	0	142836	7000	1
1200	360000	1	1	1	36	-2	0	394	0
1201	120000	2	3	1	40	0	108300	5000	0
1202	120000	1	1	2	29	0	30101	2000	0
1203	300000	2	1	2	48	0	247279	10005	0
1204	60000	2	2	2	23	2	2516	0	0
1205	210000	2	2	1	50	0	106724	4037	0
